,price,volume
2022-05-01 00:00:00+00:00,0.9997753340527222,664412.5847469878
2022-05-01 00:30:00+00:00,1.0000374353082044,764640.2471194008
2022-05-01 01:00:00+00:00,0.9999560336241557,88844.61808474784
2022-05-01 01:30:00+00:00,0.9998455470853429,344208.6541748902
2022-05-01 02:00:00+00:00,0.9998954223714889,107164.9832888728
2022-05-01 02:30:00+00:00,1.000266190867445,50604.74501125727
2022-05-01 03:00:00+00:00,1.0003172138453544,46395.85221436454
2022-05-01 03:30:00+00:00,0.9999588883535826,3941437.046370336
2022-05-01 04:00:00+00:00,0.9999709301766226,311373.2799115232
2022-05-01 04:30:00+00:00,0.9999970913640204,4624942.288826549
2022-05-01 05:00:00+00:00,1.0000792927057782,207816.67307327146
2022-05-01 05:30:00+00:00,0.9999557604586791,575034.4644929204
2022-05-01 06:00:00+00:00,0.9998215588558336,319908.09602185513
2022-05-01 06:30:00+00:00,0.9998070035742062,967838.6559942354
2022-05-01 07:00:00+00:00,1.0001977685048944,365340.06794798246
2022-05-01 07:30:00+00:00,1.0000130617077465,1088901.3531787035
2022-05-01 08:00:00+00:00,1.0000863630837917,502812.8664755534
2022-05-01 08:30:00+00:00,0.9997347939172235,327515.36048765987
2022-05-01 09:00:00+00:00,1.0000133677021905,1017197.8160338982
2022-05-01 09:30:00+00:00,1.0001852650449843,132264.78355206337
2022-05-01 10:00:00+00:00,0.9998981109807807,888842.797095371
2022-05-01 10:30:00+00:00,1.0000395343511101,108658.93212000803
2022-05-01 11:00:00+00:00,0.9998138736072879,164855.39883841923
2022-05-01 11:30:00+00:00,0.999930716806066,47018.39574132221
2022-05-01 12:00:00+00:00,1.0000820949277576,520431.9795700343
2022-05-01 12:30:00+00:00,0.999042091463952,174667.45772885226
2022-05-01 13:00:00+00:00,0.999833510571788,798520.895462905
2022-05-01 13:30:00+00:00,1.000058644996992,369655.1339489626
2022-05-01 14:00:00+00:00,0.9998863615050836,374020.4971829592
2022-05-01 14:30:00+00:00,0.9998409905446011,481191.1298622716
2022-05-01 15:00:00+00:00,1.0003201165250033,2372916.5053118384
2022-05-01 15:30:00+00:00,0.9999164566254192,989903.4213130082
2022-05-01 16:00:00+00:00,0.9998152127072095,436345.13519229984
2022-05-01 16:30:00+00:00,1.0000743138916817,718476.0256262039
2022-05-01 17:00:00+00:00,1.0000296565089037,441224.647993332
2022-05-01 17:30:00+00:00,0.999905645895868,87685.92450961846
2022-05-01 18:00:00+00:00,0.9998922789294421,330271.732579412
2022-05-01 18:30:00+00:00,0.9996632823081968,380829.4178253697
2022-05-01 19:00:00+00:00,1.0001948546724386,686216.44172675
2022-05-01 19:30:00+00:00,1.0006376894834315,78128.64221120869
2022-05-01 20:00:00+00:00,0.99989844695073,546526.7574027389
2022-05-01 20:30:00+00:00,0.9999246661358978,416830.0937638676
2022-05-01 21:00:00+00:00,1.00009605455951,205109.82351684145
2022-05-01 21:30:00+00:00,1.000104354555222,367065.32253541955
2022-05-01 22:00:00+00:00,0.999843737951852,950569.5153649955
2022-05-01 22:30:00+00:00,0.9999413421939712,456673.9851733884
2022-05-01 23:00:00+00:00,1.0000397096658031,501994.25119867193
2022-05-01 23:30:00+00:00,0.9999463826758765,206133.05104410433
2022-05-02 00:00:00+00:00,0.9997993954459268,694297.695315634
2022-05-02 00:30:00+00:00,0.9998060239337465,397060.87236917776
2022-05-02 01:00:00+00:00,1.0004385644493714,118055.15031347529
2022-05-02 01:30:00+00:00,0.9999677394710532,766996.9492527093
2022-05-02 02:00:00+00:00,1.0004086536406935,178267.24518816732
2022-05-02 02:30:00+00:00,1.0009996950643312,446512.87504758104
2022-05-02 03:00:00+00:00,1.0002055138021264,222174.81346038665
2022-05-02 03:30:00+00:00,0.9999816083399851,1078704.454151895
2022-05-02 04:00:00+00:00,0.9999442956428046,175634.4254486314
2022-05-02 04:30:00+00:00,0.9998700311679741,238181.9017347597
2022-05-02 05:00:00+00:00,1.0001006200887887,341600.6057378203
2022-05-02 05:30:00+00:00,1.000063215998714,187356.0628920647
2022-05-02 06:00:00+00:00,1.0003568322998715,178716.40004171565
2022-05-02 06:30:00+00:00,0.9993648968910753,141356.4502957619
2022-05-02 07:00:00+00:00,1.0002542113348096,6467455.63110446
2022-05-02 07:30:00+00:00,0.9999976678428357,63135.04606007198
2022-05-02 08:00:00+00:00,0.9999775438843019,265315.8792144823
2022-05-02 08:30:00+00:00,0.9996723218741774,482256.68944614846
2022-05-02 09:00:00+00:00,0.9997440640985283,290703.650945627
2022-05-02 09:30:00+00:00,0.9999158859343931,1571147.8725464074
2022-05-02 10:00:00+00:00,0.9999708629380979,318181.11640266713
2022-05-02 10:30:00+00:00,0.9996877775751225,9394034.94618338
2022-05-02 11:00:00+00:00,1.0000719977473744,994020.5383318708
2022-05-02 11:30:00+00:00,0.9999099285066879,193225.1389258816
2022-05-02 12:00:00+00:00,1.0001136090316156,80159.30340699281
2022-05-02 12:30:00+00:00,0.9998377065994175,212916.88128140935
2022-05-02 13:00:00+00:00,1.000581596577726,330548.04420461087
2022-05-02 13:30:00+00:00,0.9998414844022363,654241.7757216698
2022-05-02 14:00:00+00:00,0.9999831652112722,557872.5368694885
2022-05-02 14:30:00+00:00,0.999680602329145,666958.0981592191
2022-05-02 15:00:00+00:00,0.9999136472194494,773950.027421652
2022-05-02 15:30:00+00:00,0.9999542023144965,181567.88599934365
2022-05-02 16:00:00+00:00,1.0001038918732992,417900.97350515326
2022-05-02 16:30:00+00:00,1.0004327656816916,343874.5983348424
